ID_Transmision,Canal,Categoria,Espectadores_Pico,Horas_Transmitidas
6423,Streamer_5423,Arte,21521.0,7.4
16413,Streamer_15413,Gaming,18386.0,2.0
5730,Streamer_4730,Esports,28238.0,9.8
6999,Streamer_5999,Arte,21414.0,3.4
7131,Streamer_6131,Esports,16105.0,7.2
11018,Streamer_10018,Esports,2197.0,4.0
15012,Streamer_14012,Esports,16807.0,2.9
5924,Streamer_4924,Musica,333.0,6.8
12135,Streamer_11135,Just Chatting,20422.0,8.7
10940,Streamer_9940,Esports,6141.0,7.9
17745,Streamer_16745,Just Chatting,31130.0,7.2
13639,Streamer_12639,Esports,9798.0,6.4
6301,Streamer_5301,Gaming,40067.0,10.4
10596,Streamer_9596,Esports,16699.0,5.4
19215,Streamer_18215,Just Chatting,2107.0,1.7
8652,Streamer_7652,Musica,34838.0,5.7
2109,Streamer_1109,Gaming,39674.0,3.2
4759,Streamer_3759,Just Chatting,22766.0,4.1
16348,Streamer_15348,Arte,1827.0,6.2
8110,Streamer_7110,Just Chatting,49257.0,1.7
11411,Streamer_10411,Just Chatting,47128.0,4.1
5432,Streamer_4432,Musica,36707.0,10.6
1155,Streamer_155,Gaming,15650.0,9.4
15211,Streamer_14211,Arte,37661.0,4.1
1559,Streamer_559,Just Chatting,5758.0,10.3
10936,Streamer_9936,Arte,33295.0,2.4
9364,Streamer_8364,Musica,453.0,10.1
8231,Streamer_7231,Just Chatting,13649.0,7.8
10315,Streamer_9315,,46671.0,7.7
8539,Streamer_7539,Gaming,1292.0,2.3
13197,Streamer_12197,Just Chatting,6600.0,3.6
8368,Streamer_7368,Gaming,14681.0,4.8
9198,Streamer_8198,Just Chatting,9865.0,10.6
13599,Streamer_12599,Musica,48398.0,7.1
16302,Streamer_15302,Musica,41471.0,2.4
7726,Streamer_6726,Gaming,38039.0,1.5
16250,Streamer_15250,Musica,11546.0,2.4
9211,Streamer_8211,Esports,2975.0,4.6
17712,Streamer_16712,Musica,16042.0,11.8
6363,Streamer_5363,Just Chatting,29987.0,2.9
16775,Streamer_15775,Musica,39765.0,9.0
11717,Streamer_10717,Musica,31535.0,5.7
11864,Streamer_10864,Musica,34301.0,1.8
4712,Streamer_3712,Arte,13785.0,1.4
9079,Streamer_8079,Esports,22381.0,2.1
20936,Streamer_19936,Just Chatting,32664.0,10.5
16748,Streamer_15748,Gaming,34322.0,11.5
6872,Streamer_5872,Gaming,46522.0,2.7
2208,Streamer_1208,Gaming,8791.0,2.7
7117,Streamer_6117,Gaming,21867.0,8.2
7391,Streamer_6391,Just Chatting,12755.0,1.8
14441,Streamer_13441,Esports,37521.0,8.7
13764,Streamer_12764,Gaming,18705.0,8.3
12225,Streamer_11225,Arte,9423.0,8.7
2253,Streamer_1253,Arte,24478.0,2.1
11367,Streamer_10367,Arte,10998.0,6.9
14490,Streamer_13490,Just Chatting,530.0,3.9
7821,Streamer_6821,Just Chatting,33669.0,9.8
6392,Streamer_5392,,33393.0,1.5
8616,Streamer_7616,Just Chatting,13241.0,9.3
6255,Streamer_5255,Gaming,9546.0,10.0
19560,Streamer_18560,Gaming,35870.0,10.1
1185,Streamer_185,Gaming,45536.0,4.8
15477,Streamer_14477,Musica,970.0,8.4
3943,Streamer_2943,Gaming,25572.0,11.1
17040,Streamer_16040,Musica,3231.0,9.6
13252,Streamer_12252,Gaming,24211.0,7.6
11183,Streamer_10183,Gaming,34625.0,7.9
15983,Streamer_14983,Esports,42597.0,2.6
9457,Streamer_8457,Just Chatting,25142.0,5.6
4195,Streamer_3195,Musica,23550.0,6.5
12048,Streamer_11048,Arte,26362.0,10.2
18540,Streamer_17540,Gaming,49836.0,3.3
15410,Streamer_14410,Musica,23968.0,3.9
9738,Streamer_8738,Just Chatting,22848.0,10.2
5496,Streamer_4496,Just Chatting,27477.0,10.0
6772,Streamer_5772,Gaming,,9.2
8337,Streamer_7337,Arte,36437.0,10.4
9220,Streamer_8220,Just Chatting,5265.0,8.4
1135,Streamer_135,Musica,24303.0,9.1
14235,Streamer_13235,Gaming,16787.0,2.6
18935,Streamer_17935,Just Chatting,15920.0,9.6
2328,Streamer_1328,Musica,6015.0,1.8
19507,Streamer_18507,Just Chatting,644.0,1.7
7918,Streamer_6918,Musica,26926.0,5.0
19402,Streamer_18402,Arte,17139.0,6.8
6850,Streamer_5850,Arte,7318.0,8.0
14329,Streamer_13329,Just Chatting,5541.0,6.3
5236,Streamer_4236,Musica,35270.0,8.0
4635,Streamer_3635,Gaming,38375.0,1.4
1389,Streamer_389,Esports,41109.0,11.3
14005,Streamer_13005,Gaming,30391.0,1.3
3179,Streamer_2179,Musica,45008.0,7.8
10497,Streamer_9497,Esports,37585.0,1.8
5368,Streamer_4368,Arte,49853.0,3.3
5600,Streamer_4600,Musica,14684.0,3.1
1548,Streamer_548,Esports,23701.0,3.7
19037,Streamer_18037,Musica,16389.0,4.9
6144,Streamer_5144,Arte,9751.0,3.7
14086,Streamer_13086,Arte,11908.0,3.4
7141,Streamer_6141,Musica,40114.0,9.4
6298,Streamer_5298,Musica,27506.0,6.7
7051,Streamer_6051,Gaming,2798.0,10.6
14258,Streamer_13258,Arte,3942.0,7.2
8048,Streamer_7048,Gaming,7865.0,4.6
4541,Streamer_3541,Arte,7814.0,1.2
20070,Streamer_19070,Musica,34800.0,10.4
10422,Streamer_9422,Arte,35442.0,9.8
13637,Streamer_12637,Gaming,9661.0,5.3
6180,Streamer_5180,Arte,41563.0,4.5
18476,Streamer_17476,Musica,12741.0,9.1
11664,Streamer_10664,Musica,419.0,8.7
18306,Streamer_17306,Gaming,13386.0,2.4
10053,Streamer_9053,Just Chatting,10521.0,7.8
11202,Streamer_10202,Arte,34730.0,5.7
7006,Streamer_6006,Arte,4040.0,9.2
14420,Streamer_13420,Musica,7898.0,9.3
5120,Streamer_4120,Musica,21103.0,5.4
6868,Streamer_5868,Just Chatting,3506.0,7.9
13774,Streamer_12774,Gaming,1927.0,11.1
2105,Streamer_1105,Esports,31319.0,1.0
10011,Streamer_9011,Arte,32102.0,8.9
9316,Streamer_8316,Arte,7229.0,7.8
10245,Streamer_9245,Just Chatting,32062.0,4.8
1538,Streamer_538,Just Chatting,9558.0,2.7
12881,Streamer_11881,Just Chatting,17649.0,8.3
10793,Streamer_9793,Arte,17746.0,3.0
4970,Streamer_3970,Esports,35985.0,8.9
18980,Streamer_17980,Just Chatting,48216.0,11.0
13969,Streamer_12969,Gaming,35196.0,8.3
18551,Streamer_17551,Just Chatting,24911.0,11.2
2649,Streamer_1649,Gaming,20974.0,4.7
16393,Streamer_15393,Esports,6493.0,4.3
20682,Streamer_19682,Arte,7078.0,11.4
1877,Streamer_877,Gaming,27510.0,1.4
3001,Streamer_2001,Esports,37390.0,4.1
12774,Streamer_11774,Esports,613.0,10.8
20966,Streamer_19966,Esports,10768.0,6.0
11175,Streamer_10175,Arte,19898.0,9.9
13407,Streamer_12407,Gaming,32571.0,3.7
17956,Streamer_16956,Arte,26192.0,5.8
10712,Streamer_9712,Esports,2166.0,6.8
2422,Streamer_1422,Musica,2965.0,2.4
3953,Streamer_2953,Just Chatting,43552.0,3.3
13010,Streamer_12010,Arte,11209.0,8.5
15622,Streamer_14622,Arte,10183.0,9.1
13469,Streamer_12469,Musica,33712.0,10.6
1681,Streamer_681,Musica,16819.0,1.4
19939,Streamer_18939,Just Chatting,14742.0,9.2
3772,Streamer_2772,Musica,34035.0,5.3
4338,Streamer_3338,Musica,42899.0,4.3
1869,Streamer_869,Esports,29524.0,5.1
5057,Streamer_4057,Arte,6135.0,3.3
19869,Streamer_18869,Just Chatting,23560.0,1.3
1625,Streamer_625,Just Chatting,48110.0,7.9
7540,Streamer_6540,Arte,26574.0,2.3
18475,Streamer_17475,Gaming,26308.0,11.8
7111,Streamer_6111,Gaming,40679.0,7.3
4307,Streamer_3307,Arte,33326.0,9.4
18117,Streamer_17117,Musica,43242.0,7.9
11474,Streamer_10474,Gaming,38737.0,2.1
11371,Streamer_10371,Just Chatting,19796.0,6.3
2134,Streamer_1134,Just Chatting,48086.0,6.3
14230,Streamer_13230,Arte,27290.0,9.8
12365,Streamer_11365,Just Chatting,31763.0,8.4
15107,Streamer_14107,Just Chatting,5788.0,9.3
16271,Streamer_15271,Esports,21014.0,7.6
13270,Streamer_12270,Arte,39194.0,7.5
16549,Streamer_15549,Esports,28375.0,10.0
12818,Streamer_11818,Musica,13934.0,11.2
14388,Streamer_13388,Gaming,34015.0,6.7
20446,Streamer_19446,Just Chatting,19149.0,7.7
11985,Streamer_10985,Esports,49572.0,4.2
6909,Streamer_5909,Just Chatting,25089.0,2.9
16342,Streamer_15342,Esports,17130.0,7.1
5909,Streamer_4909,Just Chatting,37506.0,7.0
16564,Streamer_15564,Just Chatting,21433.0,7.6
2112,Streamer_1112,Musica,,3.0
11179,Streamer_10179,Gaming,3800.0,3.5
10463,Streamer_9463,Musica,32875.0,5.1
3110,Streamer_2110,Just Chatting,21300.0,6.7
1987,Streamer_987,Just Chatting,15399.0,1.2
12902,Streamer_11902,Just Chatting,7443.0,1.4
3747,Streamer_2747,Esports,44010.0,9.3
19106,Streamer_18106,Gaming,10108.0,11.0
2689,Streamer_1689,Musica,9648.0,4.2
14782,Streamer_13782,Arte,41342.0,1.5
7892,Streamer_6892,Arte,24326.0,2.5
7423,Streamer_6423,Just Chatting,21161.0,3.4
5434,Streamer_4434,Musica,9746.0,6.0
15169,Streamer_14169,Esports,17517.0,6.1
6728,Streamer_5728,Musica,11432.0,8.8
11572,Streamer_10572,Arte,17879.0,9.4
11312,Streamer_10312,Esports,48228.0,9.3
1512,Streamer_512,Musica,8783.0,4.7
14361,Streamer_13361,Just Chatting,39792.0,3.9
19338,Streamer_18338,Esports,2109.0,10.2
20945,Streamer_19945,Esports,39858.0,7.2
17862,Streamer_16862,Esports,272.0,6.5
14844,Streamer_13844,Just Chatting,20762.0,9.8
2931,Streamer_1931,Musica,37791.0,5.8
3585,Streamer_2585,Gaming,21479.0,6.9
3628,Streamer_2628,Esports,20770.0,10.8
16999,Streamer_15999,Musica,7271.0,1.7
1750,Streamer_750,Gaming,15485.0,5.5
11813,Streamer_10813,Just Chatting,41653.0,6.0
4912,Streamer_3912,Gaming,17343.0,11.4
4302,Streamer_3302,Arte,42709.0,4.4
10096,Streamer_9096,Musica,26865.0,9.0
7153,Streamer_6153,Musica,15333.0,2.9
18584,Streamer_17584,Gaming,23793.0,10.3
4138,Streamer_3138,Just Chatting,27708.0,10.7
11817,Streamer_10817,Just Chatting,35253.0,3.9
5490,Streamer_4490,Gaming,6768.0,2.3
16568,Streamer_15568,Gaming,3186.0,3.3
7561,Streamer_6561,Esports,45744.0,9.7
4069,Streamer_3069,Just Chatting,7850.0,2.9
20584,Streamer_19584,Arte,24027.0,6.3
12307,Streamer_11307,Esports,44686.0,3.6
8141,Streamer_7141,Just Chatting,7927.0,4.8
8831,Streamer_7831,Just Chatting,36280.0,6.3
4460,Streamer_3460,Arte,14636.0,3.5
11805,Streamer_10805,Arte,25806.0,6.4
13201,Streamer_12201,Esports,48265.0,2.5
18255,Streamer_17255,Just Chatting,32324.0,9.5
12103,Streamer_11103,Esports,28570.0,3.3
14536,Streamer_13536,Just Chatting,34509.0,7.6
3061,Streamer_2061,Musica,29136.0,7.5
19931,Streamer_18931,Musica,9292.0,8.2
4608,Streamer_3608,Gaming,20796.0,6.0
3854,Streamer_2854,Musica,46856.0,2.5
11699,Streamer_10699,Just Chatting,9016.0,8.6
3537,Streamer_2537,Just Chatting,17851.0,3.6
20212,Streamer_19212,Gaming,17784.0,6.2
1567,Streamer_567,Esports,19788.0,2.5
6699,Streamer_5699,Arte,3187.0,4.8
17924,Streamer_16924,Esports,13739.0,7.0
6092,Streamer_5092,Just Chatting,45082.0,1.9
6830,Streamer_5830,Just Chatting,39917.0,4.6
20011,Streamer_19011,Musica,11247.0,4.3
3777,Streamer_2777,Esports,25535.0,5.6
8252,Streamer_7252,Arte,29315.0,11.4
5365,Streamer_4365,Musica,12810.0,1.1
10767,Streamer_9767,Arte,11931.0,7.2
9321,Streamer_8321,Musica,12150.0,2.6
4190,Streamer_3190,Just Chatting,13559.0,4.3
7997,Streamer_6997,Gaming,4998.0,11.2
8842,Streamer_7842,Musica,41351.0,8.8
7211,Streamer_6211,Esports,48203.0,1.7
11599,Streamer_10599,Arte,24945.0,7.1
6417,Streamer_5417,Musica,15464.0,5.9
20600,Streamer_19600,Gaming,4552.0,9.6
19154,Streamer_18154,Musica,33604.0,6.0
19400,Streamer_18400,Gaming,10502.0,5.8
14945,Streamer_13945,Esports,31091.0,10.3
14113,Streamer_13113,Esports,2253.0,10.7
15225,Streamer_14225,Gaming,32718.0,2.3
9733,Streamer_8733,Gaming,26551.0,10.3
7338,Streamer_6338,Arte,8256.0,11.9
16048,Streamer_15048,Gaming,19153.0,8.7
13820,Streamer_12820,Arte,41840.0,7.9
15447,Streamer_14447,Arte,43537.0,7.8
16724,Streamer_15724,Esports,34723.0,7.7
9643,Streamer_8643,Arte,21521.0,8.4
10485,Streamer_9485,Esports,7697.0,11.0
11707,Streamer_10707,Esports,870.0,5.0
18541,Streamer_17541,Musica,39516.0,6.6
16389,Streamer_15389,Gaming,4694.0,11.8
13092,Streamer_12092,Arte,5181.0,1.8
11323,Streamer_10323,Gaming,35340.0,9.5
2634,Streamer_1634,Musica,47851.0,1.9
2090,Streamer_1090,Musica,21363.0,1.4
1805,Streamer_805,Musica,29364.0,6.8
12498,Streamer_11498,Gaming,47735.0,4.7
19850,Streamer_18850,Esports,202.0,6.0
14468,Streamer_13468,Arte,,2.0
6175,Streamer_5175,Gaming,6036.0,8.2
16677,Streamer_15677,Esports,39205.0,11.9
15208,Streamer_14208,Just Chatting,43786.0,6.2
19793,Streamer_18793,Musica,4124.0,2.5
5271,Streamer_4271,Arte,26916.0,1.9
17468,Streamer_16468,Musica,13497.0,2.2
2832,Streamer_1832,Esports,12131.0,5.2
8971,Streamer_7971,Arte,24621.0,10.9
19300,Streamer_18300,Just Chatting,24466.0,6.7
13018,Streamer_12018,Esports,27545.0,6.2
1158,Streamer_158,Musica,10954.0,7.4
20780,Streamer_19780,Esports,21562.0,10.7
10773,Streamer_9773,Just Chatting,23296.0,3.2
3598,Streamer_2598,Just Chatting,26744.0,11.0
4911,Streamer_3911,Just Chatting,43738.0,1.8
6482,Streamer_5482,Musica,32980.0,6.3
2225,Streamer_1225,Esports,40809.0,7.8
20735,Streamer_19735,Musica,39047.0,7.1
12411,Streamer_11411,Gaming,30269.0,11.6
16443,Streamer_15443,Gaming,42101.0,7.0
10672,Streamer_9672,Gaming,4914.0,5.3
20938,Streamer_19938,Esports,27465.0,7.8
16039,Streamer_15039,Gaming,45155.0,11.1
15157,Streamer_14157,Gaming,2588.0,6.2
9461,Streamer_8461,Arte,30984.0,2.0
9575,Streamer_8575,Musica,46185.0,9.4
9628,Streamer_8628,Esports,38384.0,6.3
20263,Streamer_19263,Esports,16062.0,5.6
4744,Streamer_3744,Arte,11616.0,8.4
13098,Streamer_12098,,44586.0,7.2
1905,Streamer_905,Musica,47663.0,6.3
5780,Streamer_4780,Gaming,23194.0,7.7
20832,Streamer_19832,Gaming,20348.0,6.4
1305,Streamer_305,Esports,,4.8
13916,Streamer_12916,Musica,22669.0,6.2
6596,Streamer_5596,Arte,14207.0,6.0
3010,Streamer_2010,Gaming,16933.0,6.1
6485,Streamer_5485,Arte,36935.0,10.6
8239,Streamer_7239,Just Chatting,1468.0,4.9
12482,Streamer_11482,Arte,18451.0,7.8
16118,Streamer_15118,Arte,12932.0,6.2
1260,Streamer_260,Musica,22519.0,11.8
8659,Streamer_7659,Musica,17419.0,1.7
4791,Streamer_3791,Just Chatting,24603.0,4.2
5844,Streamer_4844,Esports,28406.0,3.5
20476,Streamer_19476,Esports,35007.0,5.9
13683,Streamer_12683,Musica,12282.0,2.6
9249,Streamer_8249,Gaming,26892.0,1.5
4692,Streamer_3692,Just Chatting,46463.0,10.2
19069,Streamer_18069,Musica,24047.0,2.2
11901,Streamer_10901,Just Chatting,7397.0,5.3
6167,Streamer_5167,Gaming,20277.0,11.5
20525,Streamer_19525,Esports,1027.0,4.3
16543,Streamer_15543,Just Chatting,316.0,3.2
16653,Streamer_15653,Just Chatting,4343.0,10.7
17176,Streamer_16176,Gaming,83.0,8.9
17970,Streamer_16970,Musica,37734.0,1.0
8250,Streamer_7250,Just Chatting,42951.0,3.2
10043,Streamer_9043,Esports,4987.0,2.5
1270,Streamer_270,,10917.0,7.0
4559,Streamer_3559,Arte,39598.0,5.4
13366,Streamer_12366,Esports,20755.0,11.7
17746,Streamer_16746,Arte,25002.0,3.7
17154,Streamer_16154,Just Chatting,45126.0,10.8
14108,Streamer_13108,Arte,4845.0,7.2
10578,Streamer_9578,Musica,35208.0,11.7
1094,Streamer_94,Musica,16271.0,11.1
20185,Streamer_19185,Arte,39616.0,9.9
19929,Streamer_18929,Just Chatting,15208.0,7.8
19654,Streamer_18654,Arte,20338.0,6.6
18665,Streamer_17665,Musica,47871.0,1.9
13154,Streamer_12154,Esports,38216.0,10.9
12326,Streamer_11326,Musica,30025.0,7.2
20995,Streamer_19995,Just Chatting,2578.0,8.4
9990,Streamer_8990,Musica,44426.0,9.8
11184,Streamer_10184,Just Chatting,36087.0,8.9
11397,Streamer_10397,Esports,30484.0,9.1
10704,Streamer_9704,Arte,30987.0,11.1
9755,Streamer_8755,Just Chatting,46948.0,11.5
18250,Streamer_17250,Esports,6847.0,9.7
14326,Streamer_13326,Arte,5978.0,9.0
13214,Streamer_12214,Just Chatting,19581.0,3.0
7461,Streamer_6461,Esports,9619.0,6.7
20209,Streamer_19209,Just Chatting,6781.0,1.3
3926,Streamer_2926,Just Chatting,12418.0,1.9
10037,Streamer_9037,Musica,1499.0,4.0
16773,Streamer_15773,Musica,42927.0,5.9
13055,Streamer_12055,Gaming,23512.0,5.6
2266,Streamer_1266,Gaming,38911.0,11.5
3504,Streamer_2504,Musica,23046.0,11.9
11496,Streamer_10496,Esports,46663.0,3.7
20514,Streamer_19514,Esports,44169.0,7.5
14658,Streamer_13658,Arte,25564.0,9.8
5073,Streamer_4073,Arte,45853.0,8.7
8448,Streamer_7448,Just Chatting,14928.0,5.3
17216,Streamer_16216,Just Chatting,46632.0,8.8
14461,Streamer_13461,Musica,12893.0,10.1
10062,Streamer_9062,Arte,30941.0,11.0
18134,Streamer_17134,Musica,14888.0,4.4
19159,Streamer_18159,Gaming,1041.0,6.5
2890,Streamer_1890,Arte,23804.0,7.1
1376,Streamer_376,Gaming,27015.0,10.7
11881,Streamer_10881,Gaming,41528.0,11.9
6797,Streamer_5797,Just Chatting,44331.0,2.4
9707,Streamer_8707,Musica,30890.0,7.1
10525,Streamer_9525,Just Chatting,6889.0,9.0
8515,Streamer_7515,Arte,1299.0,9.2
12640,Streamer_11640,Just Chatting,36716.0,9.1
13458,Streamer_12458,Arte,24524.0,9.6
2806,Streamer_1806,Arte,24997.0,3.7
18898,Streamer_17898,Just Chatting,7578.0,10.1
3370,Streamer_2370,Arte,22765.0,4.8
6459,Streamer_5459,Arte,33191.0,8.8
6898,Streamer_5898,Just Chatting,20033.0,8.5
12741,Streamer_11741,Gaming,25654.0,1.5
7464,Streamer_6464,Esports,27326.0,4.8
20779,Streamer_19779,Just Chatting,48982.0,6.1
7113,Streamer_6113,Just Chatting,26878.0,9.1
2671,Streamer_1671,Gaming,13780.0,5.1
4550,Streamer_3550,Esports,20834.0,3.9
19779,Streamer_18779,Esports,25879.0,7.6
2303,Streamer_1303,Musica,28662.0,1.7
17859,Streamer_16859,Arte,10328.0,5.0
1480,Streamer_480,Arte,2775.0,4.1
11423,Streamer_10423,Arte,36175.0,2.1
20299,Streamer_19299,Musica,30670.0,3.9
2421,Streamer_1421,Esports,9785.0,7.0
5558,Streamer_4558,Gaming,29164.0,8.6
12926,Streamer_11926,Arte,32855.0,10.1
6887,Streamer_5887,Arte,2534.0,4.5
2359,Streamer_1359,Just Chatting,26719.0,2.6
20129,Streamer_19129,Arte,42793.0,8.4
11250,Streamer_10250,Gaming,9495.0,4.5
20106,Streamer_19106,Esports,47155.0,7.8
18915,Streamer_17915,Esports,43787.0,1.5
11269,Streamer_10269,Gaming,23737.0,10.3
8513,Streamer_7513,Esports,2210.0,8.6
10076,Streamer_9076,Just Chatting,46236.0,10.8
19887,Streamer_18887,Arte,17503.0,7.6
17401,Streamer_16401,Esports,16515.0,5.2
17236,Streamer_16236,Musica,44893.0,7.0
6177,Streamer_5177,Musica,12540.0,2.5
4149,Streamer_3149,Esports,5720.0,11.4
8172,Streamer_7172,Musica,48403.0,6.9
2924,Streamer_1924,Arte,9475.0,4.0
7960,Streamer_6960,,4377.0,8.3
1431,Streamer_431,Arte,46045.0,4.2
7249,Streamer_6249,Musica,13709.0,8.5
7119,Streamer_6119,Esports,34183.0,9.8
12350,Streamer_11350,Esports,27238.0,8.4
12353,Streamer_11353,Just Chatting,22418.0,4.3
7383,Streamer_6383,Esports,49205.0,1.5
8770,Streamer_7770,Esports,23218.0,7.8
19134,Streamer_18134,Musica,28786.0,7.1
8232,Streamer_7232,Musica,28650.0,2.5
18322,Streamer_17322,Gaming,38719.0,11.4
7154,Streamer_6154,Arte,25365.0,4.2
6956,Streamer_5956,Gaming,15204.0,5.1
7311,Streamer_6311,Gaming,19927.0,7.9
17684,Streamer_16684,Just Chatting,11696.0,1.1
20484,Streamer_19484,Musica,10474.0,11.1
17239,Streamer_16239,Arte,6445.0,5.6
18561,Streamer_17561,Esports,41545.0,4.1
10892,Streamer_9892,Musica,46653.0,9.2
20182,Streamer_19182,Esports,44153.0,4.0
12306,Streamer_11306,Just Chatting,43770.0,11.5
12397,Streamer_11397,Just Chatting,44785.0,3.1
1437,Streamer_437,Gaming,3213.0,10.9
3919,Streamer_2919,Arte,20066.0,10.6
8711,Streamer_7711,Esports,25972.0,1.3
15585,Streamer_14585,Esports,2594.0,7.0
9085,Streamer_8085,Just Chatting,37778.0,6.0
2918,Streamer_1918,Esports,29744.0,8.8
12098,Streamer_11098,Esports,21034.0,4.6
11118,Streamer_10118,Arte,18267.0,4.2
4224,Streamer_3224,Esports,19364.0,10.1
1234,Streamer_234,Musica,45636.0,11.6
5794,Streamer_4794,Arte,18918.0,10.1
1706,Streamer_706,Musica,34079.0,7.7
20136,Streamer_19136,Arte,39246.0,10.6
2045,Streamer_1045,Arte,3340.0,2.9
12336,Streamer_11336,Gaming,38256.0,1.2
9553,Streamer_8553,Just Chatting,30596.0,6.0
11112,Streamer_10112,Just Chatting,10985.0,2.5
19473,Streamer_18473,Arte,49098.0,10.9
1369,Streamer_369,Arte,4200.0,10.5
16092,Streamer_15092,Musica,23213.0,1.2
11843,Streamer_10843,Gaming,18187.0,2.8
7276,Streamer_6276,Arte,19919.0,11.4
11531,Streamer_10531,Just Chatting,29679.0,2.5
16212,Streamer_15212,Gaming,14441.0,6.3
9891,Streamer_8891,Esports,28674.0,6.1
18101,Streamer_17101,Gaming,25432.0,4.8
10943,Streamer_9943,Arte,28717.0,8.3
19921,Streamer_18921,Esports,37421.0,7.3
5487,Streamer_4487,Arte,30590.0,6.3
15035,Streamer_14035,Arte,16796.0,5.3
10437,Streamer_9437,Just Chatting,38577.0,9.3
17364,Streamer_16364,Arte,41408.0,5.0
14095,Streamer_13095,Just Chatting,24066.0,5.9
2300,Streamer_1300,Arte,27921.0,6.8
20685,Streamer_19685,Musica,32031.0,6.1
8927,Streamer_7927,Musica,836.0,1.3
16621,Streamer_15621,Gaming,17291.0,2.1
6226,Streamer_5226,Just Chatting,4809.0,5.4
20060,Streamer_19060,Just Chatting,35327.0,8.7
6339,Streamer_5339,Arte,5922.0,7.5
20228,Streamer_19228,Arte,31376.0,9.0
6051,Streamer_5051,Musica,18584.0,2.5
6968,Streamer_5968,Arte,34533.0,11.2
14391,Streamer_13391,Musica,19866.0,4.9
14751,Streamer_13751,Arte,37753.0,11.1
7622,Streamer_6622,Arte,10567.0,6.9
6977,Streamer_5977,Gaming,48696.0,5.3
11450,Streamer_10450,Musica,19435.0,8.8
2419,Streamer_1419,Just Chatting,10612.0,4.0
20734,Streamer_19734,Arte,24298.0,1.6
17027,Streamer_16027,Just Chatting,12305.0,8.6
8582,Streamer_7582,Arte,5717.0,8.9
15291,Streamer_14291,Musica,5704.0,11.8
20663,Streamer_19663,Musica,24724.0,11.3
19474,Streamer_18474,Arte,10309.0,6.2
13412,Streamer_12412,Musica,15188.0,4.7
4582,Streamer_3582,Musica,45056.0,3.5
6071,Streamer_5071,Just Chatting,11076.0,3.5
8851,Streamer_7851,Arte,9768.0,5.7
8715,Streamer_7715,Musica,36111.0,9.6
13013,Streamer_12013,Just Chatting,5090.0,3.6
12883,Streamer_11883,Musica,4979.0,2.7
11831,Streamer_10831,Esports,8874.0,11.2
8998,Streamer_7998,Arte,30614.0,2.6
1932,Streamer_932,Gaming,28037.0,4.7
9433,Streamer_8433,Esports,48973.0,11.0
18251,Streamer_17251,Gaming,47068.0,5.0
6271,Streamer_5271,Arte,8904.0,2.7
6306,Streamer_5306,Arte,35756.0,5.6
20494,Streamer_19494,Esports,26886.0,5.0
20214,Streamer_19214,Esports,41459.0,10.6
19490,Streamer_18490,Musica,28881.0,6.6
8767,Streamer_7767,Arte,26524.0,7.6
2476,Streamer_1476,Just Chatting,46454.0,3.5
17379,Streamer_16379,Just Chatting,47911.0,1.1
2914,Streamer_1914,Gaming,32139.0,6.0
9135,Streamer_8135,Esports,12963.0,2.7
4793,Streamer_3793,Arte,25694.0,10.3
8485,Streamer_7485,Esports,4858.0,2.3
6063,Streamer_5063,Esports,35296.0,5.9
14570,Streamer_13570,Arte,9634.0,1.1
8279,Streamer_7279,Esports,25993.0,5.8
12584,Streamer_11584,Just Chatting,32960.0,2.5
3967,Streamer_2967,Gaming,35581.0,6.5
13651,Streamer_12651,Musica,27009.0,2.4
19786,Streamer_18786,Arte,2570.0,4.5
14516,Streamer_13516,,42243.0,3.2
18612,Streamer_17612,Esports,8233.0,8.0
12037,Streamer_11037,Musica,9183.0,9.8
20838,Streamer_19838,Arte,24376.0,6.9
12368,Streamer_11368,Gaming,39975.0,7.5
17710,Streamer_16710,Gaming,8441.0,1.2
12197,Streamer_11197,Arte,3144.0,1.2
15522,Streamer_14522,Just Chatting,21976.0,2.2
10265,Streamer_9265,Arte,27714.0,9.5
20305,Streamer_19305,Esports,363.0,10.4
16505,Streamer_15505,Just Chatting,8919.0,5.7
11410,Streamer_10410,Just Chatting,18290.0,2.5
11687,Streamer_10687,Musica,34778.0,2.7
1471,Streamer_471,Gaming,9035.0,11.6
18792,Streamer_17792,Just Chatting,15117.0,11.4
7414,Streamer_6414,Musica,32883.0,6.9
15482,Streamer_14482,Just Chatting,22506.0,10.0
19808,Streamer_18808,Musica,13819.0,9.4
9577,Streamer_8577,,8496.0,7.4
7409,Streamer_6409,Esports,18453.0,11.9
20404,Streamer_19404,Arte,45307.0,4.3
20390,Streamer_19390,Just Chatting,36737.0,7.1
6521,Streamer_5521,Esports,19524.0,8.1
4493,Streamer_3493,Esports,18192.0,4.5
6556,Streamer_5556,Gaming,5168.0,11.4
2661,Streamer_1661,Gaming,26204.0,5.8
11649,Streamer_10649,Esports,45660.0,1.2
14588,Streamer_13588,Just Chatting,6261.0,9.9
12957,Streamer_11957,Esports,30293.0,8.6
19625,Streamer_18625,Musica,,8.4
4329,Streamer_3329,Esports,40908.0,3.6
12475,Streamer_11475,Gaming,46694.0,3.5
8610,Streamer_7610,,49058.0,3.7
14456,Streamer_13456,Esports,14562.0,7.1
19545,Streamer_18545,Arte,13797.0,2.6
7138,Streamer_6138,Esports,17518.0,10.1
10533,Streamer_9533,Arte,3175.0,3.0
