ID_Envio,Region,Varietal,Destino,Botellas_Exportadas,Ingreso_Dolares
51800,Maipu,Syrah,Brasil,1286,29641.49367801532
53482,Maipu,Cabernet Sauvignon,China,1154,12747.028376455073
52473,Valle de Uco,Syrah,UK,988,21911.10056237388
53386,San Rafael,Cabernet Sauvignon,China,790,19405.166485236372
51952,Maipu,Syrah,Brasil,1187,29577.54227343407
52375,San Rafael,Malbec,China,1499,16477.69502531499
53318,Maipu,Malbec,Brasil,539,13177.35041266113
53219,San Rafael,Cabernet Sauvignon,USA,900,22317.925838668823
51327,Maipu,Chardonnay,Brasil,1499,17016.762637776064
51758,Maipu,Malbec,UK,1324,24109.719614233458
51771,San Rafael,Chardonnay,China,1416,33339.784213017
51882,San Rafael,Cabernet Sauvignon,China,1327,19504.033784802683
51362,Maipu,Malbec,USA,1438,23497.570040021485
53450,San Rafael,Malbec,UK,1359,24821.62263451401
52541,Maipu,Syrah,Brasil,1513,20546.21460647982
52510,Maipu,Syrah,UK,1363,18227.035131895565
51695,Valle de Uco,Cabernet Sauvignon,Brasil,1276,29379.092261977083
51109,San Rafael,Cabernet Sauvignon,China,1543,16963.083299961876
52991,San Rafael,Cabernet Sauvignon,USA,1180,
50249,Lujan de Cuyo,Syrah,UK,1533,33127.03350246146
50024,San Rafael,Chardonnay,Brasil,762,
50247,Maipu,Chardonnay,UK,1634,38874.088139094994
50161,Lujan de Cuyo,Chardonnay,USA,1724,36240.024667544276
50724,Valle de Uco,Cabernet Sauvignon,UK,1038,21616.395154645597
53215,San Rafael,Malbec,China,931,11041.1156269374
53180,Valle de Uco,Syrah,UK,1518,34536.088368893325
51407,Lujan de Cuyo,Malbec,UK,1516,25193.08909051226
51565,San Rafael,Chardonnay,UK,947,16111.570945102705
53068,Valle de Uco,Cabernet Sauvignon,USA,1285,25228.275587395496
51988,San Rafael,Malbec,UK,1343,28474.81138530745
52910,San Rafael,Cabernet Sauvignon,Brasil,1165,18453.77059008283
53185,Lujan de Cuyo,Syrah,China,801,17409.631931273972
51689,Maipu,Cabernet Sauvignon,China,988,22646.767701052675
52551,San Rafael,Malbec,UK,1629,23259.632762826088
53115,Lujan de Cuyo,Syrah,USA,842,11756.561101273483
52180,Maipu,Chardonnay,Brasil,1218,21868.55573476334
52249,San Rafael,Cabernet Sauvignon,USA,1423,34823.9709990588
51909,Lujan de Cuyo,Chardonnay,UK,1291,13627.300688320376
52755,Valle de Uco,Cabernet Sauvignon,Brasil,768,13410.609654520897
51309,Valle de Uco,Chardonnay,Brasil,1022,22974.96129600335
52857,San Rafael,Cabernet Sauvignon,USA,1547,17666.87457957621
51012,San Rafael,Syrah,China,1109,26108.425366007945
51583,Lujan de Cuyo,Syrah,China,526,6467.963019363537
50127,Maipu,Cabernet Sauvignon,USA,883,20445.75070336635
51002,San Rafael,Cabernet Sauvignon,UK,773,11168.72756190712
50562,Maipu,Malbec,UK,1063,19813.675590325765
51187,San Rafael,Syrah,USA,1180,26975.741346392635
52964,Maipu,Syrah,USA,1032,
51049,Maipu,Malbec,Brasil,1101,21261.09482611501
52843,Valle de Uco,Syrah,Brasil,1271,20534.191333510786
52276,Valle de Uco,Cabernet Sauvignon,Brasil,1256,21882.49696343652
52607,San Rafael,Syrah,UK,1405,24753.98256596794
53238,Maipu,Cabernet Sauvignon,Brasil,1207,13835.969256577288
53241,Maipu,Malbec,USA,1348,
50344,Valle de Uco,Syrah,China,878,13995.571492551508
50985,Valle de Uco,Cabernet Sauvignon,China,1268,30450.408151774423
52151,Maipu,Malbec,Brasil,917,10651.017691280313
51645,Maipu,Cabernet Sauvignon,UK,1644,24911.807640508498
51035,San Rafael,Cabernet Sauvignon,USA,835,8370.560650554215
50332,Lujan de Cuyo,Syrah,China,1041,24594.272935183864
52368,San Rafael,Chardonnay,USA,1510,33732.442412756536
52218,San Rafael,Chardonnay,USA,1151,16642.035099674
53203,Valle de Uco,Cabernet Sauvignon,Brasil,902,20896.68827247745
51587,San Rafael,Chardonnay,USA,1205,28862.469051283173
51359,San Rafael,Chardonnay,USA,912,11398.628587291136
53357,Lujan de Cuyo,Cabernet Sauvignon,China,1067,20664.06479681154
50209,San Rafael,Malbec,USA,791,17988.268964063132
52137,Valle de Uco,Cabernet Sauvignon,Brasil,1393,21520.04083238067
50678,San Rafael,Chardonnay,USA,1098,13152.254820401513
51739,Maipu,Chardonnay,USA,867,8801.081634723161
51521,Maipu,Cabernet Sauvignon,USA,872,13042.737883823158
51452,San Rafael,Syrah,Brasil,1311,23236.226258327493
50380,Lujan de Cuyo,Syrah,Brasil,1288,19770.05693700945
51666,Valle de Uco,Cabernet Sauvignon,USA,783,17539.789443548576
52888,Valle de Uco,Chardonnay,UK,1267,21547.75895536576
50583,Lujan de Cuyo,Cabernet Sauvignon,China,1252,23433.15423513317
52468,Maipu,Syrah,Brasil,801,9171.83332270883
52037,Maipu,Chardonnay,USA,1164,26612.118911669782
51905,Maipu,Syrah,China,1192,23929.889070854002
50977,Valle de Uco,Syrah,Brasil,23740,13639.110446107692
50224,Maipu,Syrah,China,1141,15207.765704182908
51541,Lujan de Cuyo,Cabernet Sauvignon,UK,819,9034.708990646312
50197,Maipu,Syrah,Brasil,1133,25899.887340459878
50458,Lujan de Cuyo,Syrah,China,1240,23350.929583955352
52265,Maipu,Cabernet Sauvignon,China,995,16746.032875379246
51584,Maipu,Syrah,China,1065,18178.40685456198
53275,San Rafael,Cabernet Sauvignon,Brasil,1508,25385.308214286488
53011,Lujan de Cuyo,Cabernet Sauvignon,Brasil,1210,26733.30950718703
51806,Valle de Uco,Malbec,China,1239,22093.026424071544
51219,San Rafael,Syrah,UK,1098,27034.31091693219
52502,Valle de Uco,Syrah,China,993,16898.727147550617
50099,Valle de Uco,Syrah,Brasil,1350,17957.854025289274
51812,Maipu,Chardonnay,UK,806,18084.715607220005
52792,Maipu,Cabernet Sauvignon,China,1111,16845.492369885294
52345,Maipu,Cabernet Sauvignon,UK,1582,25826.03371572651
52236,Lujan de Cuyo,Syrah,China,1853,29230.044120875395
51280,Valle de Uco,Malbec,UK,1069,19082.884622554535
53155,Lujan de Cuyo,Syrah,Brasil,1188,23765.322120073957
51755,Maipu,Chardonnay,China,920,20796.251476178168
50009,Maipu,Malbec,Brasil,1181,24648.051645322266
53427,San Rafael,Chardonnay,USA,443,7163.063644361079
51847,Maipu,Chardonnay,Brasil,1472,28257.837169563365
51351,Maipu,Syrah,USA,714,16297.901897819229
50450,Lujan de Cuyo,Chardonnay,UK,1575,26738.579193955484
51611,Lujan de Cuyo,Chardonnay,Brasil,848,20139.567422302865
50930,San Rafael,Cabernet Sauvignon,USA,1909,25200.08709789515
51744,Valle de Uco,Cabernet Sauvignon,Brasil,1294,19487.91479249194
52234,Valle de Uco,Malbec,USA,1222,14043.533076832025
52956,Lujan de Cuyo,Syrah,Brasil,1292,26392.340653743984
53473,Maipu,Syrah,USA,1229,15161.561690481347
51946,Maipu,Chardonnay,China,1025,22690.882147572975
50492,Lujan de Cuyo,Syrah,China,1410,34190.518090435195
51728,Maipu,Malbec,China,910,14545.967565757534
52891,Valle de Uco,Chardonnay,USA,1192,17436.126601291195
52456,Maipu,Cabernet Sauvignon,USA,1523,37737.14348150397
50363,Valle de Uco,Malbec,China,515,9581.923364934855
52419,Maipu,Chardonnay,Brasil,1189,28077.454359457446
51926,Valle de Uco,Malbec,Brasil,1157,13030.952606212762
51302,Valle de Uco,Chardonnay,UK,892,11134.557012529775
52030,Maipu,Chardonnay,China,1014,15364.267102978889
51397,Lujan de Cuyo,Malbec,China,1051,20694.014815658033
52381,Valle de Uco,Syrah,Brasil,1101,25104.203250907565
52386,Lujan de Cuyo,Malbec,China,1664,18204.270021847133
50657,Maipu,Chardonnay,USA,1639,19135.430586311104
52735,Maipu,Cabernet Sauvignon,USA,1672,16871.728782960443
51382,San Rafael,Syrah,UK,1224,21471.295181402293
52975,Valle de Uco,Chardonnay,UK,1103,25669.177029515788
50595,San Rafael,Cabernet Sauvignon,Brasil,1080,20246.17472465838
53229,Lujan de Cuyo,Syrah,UK,1246,26550.886345369203
52025,Lujan de Cuyo,Malbec,USA,1920,20147.113454681217
50375,San Rafael,Malbec,UK,1072,10758.658387301468
51198,Maipu,Malbec,USA,1265,15341.953337383231
51500,Valle de Uco,Cabernet Sauvignon,USA,1155,11918.294848209187
50013,Lujan de Cuyo,Chardonnay,China,1361,21428.30314231735
53165,San Rafael,Syrah,Brasil,1741,19089.682711369904
51987,Lujan de Cuyo,Syrah,UK,998,16417.29186893731
52597,Maipu,Malbec,USA,1014,21537.270213835196
50310,Lujan de Cuyo,Cabernet Sauvignon,USA,923,15408.772845717494
50742,Maipu,Cabernet Sauvignon,UK,1456,21219.10936804986
52663,Valle de Uco,Syrah,Brasil,1318,22122.846870662335
50887,Maipu,Cabernet Sauvignon,USA,810,14866.727514525686
52402,Lujan de Cuyo,Chardonnay,USA,1239,20759.399126520057
52570,Lujan de Cuyo,Malbec,UK,1291,
52423,Lujan de Cuyo,Cabernet Sauvignon,China,1450,35384.47476692557
51629,Valle de Uco,Cabernet Sauvignon,China,889,20855.099814501526
52786,San Rafael,Syrah,China,1502,33451.93874444033
51070,Maipu,Chardonnay,China,1260,22221.15407844074
52328,Maipu,Syrah,Brasil,1117,27652.871652569916
50837,Maipu,Syrah,Brasil,735,12509.873304636812
53252,Valle de Uco,Malbec,USA,1259,20325.971470615994
50612,Maipu,Cabernet Sauvignon,UK,859,19439.876866793416
53393,San Rafael,Syrah,USA,1543,15566.534610950295
50223,Lujan de Cuyo,Cabernet Sauvignon,China,886,17482.382530560775
51363,Maipu,Syrah,UK,1385,15170.449068710825
52015,Valle de Uco,Chardonnay,China,879,14489.076075078037
51880,San Rafael,Cabernet Sauvignon,China,1388,31051.037912101194
51633,Valle de Uco,Malbec,Brasil,1141,24014.79004030512
52466,San Rafael,Chardonnay,China,1326,17920.415897725165
53244,Maipu,Chardonnay,UK,1214,16406.580335611627
53123,San Rafael,Malbec,USA,1115,15948.62324982985
50076,Maipu,Malbec,USA,1160,26375.40387490745
53183,Maipu,Malbec,Brasil,767,10767.455185644969
52587,Lujan de Cuyo,Syrah,USA,1245,
51854,Lujan de Cuyo,Syrah,USA,1044,17692.741862781353
51992,San Rafael,Chardonnay,China,1140,12591.735858246158
52712,Maipu,Malbec,USA,1944,25292.07729046738
51908,Valle de Uco,Chardonnay,China,887,22166.53309214868
51442,Lujan de Cuyo,Cabernet Sauvignon,UK,1611,21685.413104472438
51130,San Rafael,Cabernet Sauvignon,Brasil,756,11196.037648842404
52384,San Rafael,Malbec,Brasil,1153,28066.08731759824
50848,Lujan de Cuyo,Cabernet Sauvignon,Brasil,1429,25297.413899540843
53310,Maipu,Syrah,Brasil,1253,30135.86601404871
51023,San Rafael,Chardonnay,UK,1232,16991.51118054862
50351,Valle de Uco,Syrah,UK,828,19139.968021994417
50517,Lujan de Cuyo,Malbec,USA,1554,32431.937431138234
52254,San Rafael,Chardonnay,USA,1432,23433.83608766083
51075,Lujan de Cuyo,Syrah,USA,922,12486.413760853593
53208,Maipu,Malbec,Brasil,973,23542.19685861183
52127,Lujan de Cuyo,Cabernet Sauvignon,USA,1374,29418.211946238993
50360,Maipu,Cabernet Sauvignon,Brasil,1511,27564.973826447324
50558,Valle de Uco,Chardonnay,UK,1177,16530.403515193677
51883,Valle de Uco,Syrah,Brasil,881,21445.364804084133
51978,Valle de Uco,Chardonnay,Brasil,1528,18025.423464541687
53314,San Rafael,Chardonnay,USA,1354,28022.660419909076
52779,Lujan de Cuyo,Malbec,Brasil,1534,35710.87362309775
52079,San Rafael,Cabernet Sauvignon,UK,1388,
52823,Valle de Uco,Chardonnay,UK,763,13626.19212843119
51405,Valle de Uco,Malbec,Brasil,1591,31309.582383068144
50392,Maipu,Syrah,USA,1061,26036.95264298862
50659,Valle de Uco,Chardonnay,UK,1358,26521.681458717827
50518,Maipu,Syrah,China,1212,25550.55785672438
50094,Lujan de Cuyo,Malbec,Brasil,853,11526.267671015481
50075,Valle de Uco,Malbec,USA,1328,24290.76210368476
52086,Lujan de Cuyo,Syrah,Brasil,774,11758.776246974267
52186,San Rafael,Syrah,Brasil,1857,25489.100241201264
52749,Maipu,Syrah,China,1074,14924.421480094197
50679,Valle de Uco,Chardonnay,China,571,6463.219360269244
51256,Maipu,Chardonnay,USA,1698,17837.288165451442
51315,Lujan de Cuyo,Malbec,UK,795,9435.309632919369
51220,Maipu,Cabernet Sauvignon,China,1263,16954.910362925122
51223,Valle de Uco,Chardonnay,Brasil,1356,27566.070734096447
52787,San Rafael,Syrah,USA,1435,14755.780785039755
50601,Lujan de Cuyo,Cabernet Sauvignon,UK,1009,11238.968646632293
51454,Maipu,Chardonnay,Brasil,947,17400.761989842136
53407,San Rafael,Chardonnay,UK,1345,17331.16944156756
53247,Lujan de Cuyo,Cabernet Sauvignon,UK,1473,36014.401892477596
52199,Lujan de Cuyo,Malbec,China,586,12981.063257565473
51557,Lujan de Cuyo,Cabernet Sauvignon,USA,1260,23994.048716322322
50897,Valle de Uco,Chardonnay,China,937,9443.84747399213
52047,Valle de Uco,Cabernet Sauvignon,Brasil,1417,23056.67868888219
52441,Maipu,Chardonnay,UK,725,8112.969788757721
53198,Maipu,Syrah,China,1374,28861.7388111738
51078,Valle de Uco,Malbec,UK,1464,33468.74831695539
50167,Valle de Uco,Syrah,USA,1173,21714.000351470917
50840,Maipu,Syrah,UK,1007,25148.008872476505
50095,San Rafael,Syrah,Brasil,903,16628.529088696527
53038,Maipu,Cabernet Sauvignon,China,1441,20164.880518235364
50928,San Rafael,Malbec,USA,1136,27369.1084786788
50828,Lujan de Cuyo,Malbec,China,1758,23058.36258936137
53102,Lujan de Cuyo,Chardonnay,China,1523,
50289,Lujan de Cuyo,Syrah,China,617,13665.14445520137
53159,Maipu,Malbec,UK,1354,20865.19544991951
52002,Lujan de Cuyo,Malbec,USA,1674,24301.898247775116
52538,Maipu,Syrah,Brasil,1853,40550.755651476924
50234,Lujan de Cuyo,Malbec,UK,1251,20545.65163621965
50274,San Rafael,Cabernet Sauvignon,Brasil,1075,18147.01869787995
51089,Valle de Uco,Chardonnay,UK,963,19544.016623236614
53016,Valle de Uco,Syrah,China,1068,14223.639914196945
52198,San Rafael,Malbec,China,1604,31360.00599562199
50416,Lujan de Cuyo,Syrah,China,930,20759.748075948482
50328,San Rafael,Chardonnay,USA,819,12693.555019909125
50426,Lujan de Cuyo,Syrah,USA,1156,22999.623242220787
51269,San Rafael,Malbec,China,610,12675.164931774983
50632,Maipu,Malbec,China,1169,25188.82857373896
53378,Valle de Uco,Syrah,China,1002,22970.77326403345
51140,Valle de Uco,Malbec,Brasil,1446,34515.52326198342
50923,Maipu,Syrah,Brasil,705,13528.738868974455
50368,San Rafael,Syrah,Brasil,995,23315.529085676946
52584,Lujan de Cuyo,Cabernet Sauvignon,UK,1141,22663.40144672023
51617,San Rafael,Malbec,UK,1058,10913.352142058942
53260,Valle de Uco,Chardonnay,Brasil,1098,11590.687410690274
52212,Maipu,Cabernet Sauvignon,USA,2031,42378.749728030816
50711,San Rafael,Chardonnay,UK,1637,16720.56802662553
50587,Maipu,Malbec,USA,819,13953.08719315047
51745,Lujan de Cuyo,Cabernet Sauvignon,Brasil,764,16603.544156353164
50388,Maipu,Malbec,UK,1397,25427.10581523607
52162,Valle de Uco,Malbec,UK,1206,18907.887561804542
51278,Valle de Uco,Cabernet Sauvignon,Brasil,1009,16434.113898295647
51922,San Rafael,Syrah,Brasil,1065,25724.533550600467
51553,Lujan de Cuyo,Cabernet Sauvignon,China,918,18020.664078691283
51686,Valle de Uco,Cabernet Sauvignon,China,1407,25402.885910718764
51868,Valle de Uco,Cabernet Sauvignon,UK,1586,33848.84276587271
52027,Lujan de Cuyo,Cabernet Sauvignon,UK,1247,27521.52888123949
51610,San Rafael,Malbec,USA,1351,20343.84961104437
50172,Valle de Uco,Malbec,USA,1443,16079.209616582524
50642,Valle de Uco,Malbec,UK,1073,21767.52058054187
53471,San Rafael,Syrah,Brasil,584,14500.89652447518
51032,Lujan de Cuyo,Syrah,China,1175,13530.4899572235
52242,Maipu,Cabernet Sauvignon,China,1721,22919.819849587395
51052,Valle de Uco,Syrah,USA,1186,21231.208985794274
52937,Maipu,Chardonnay,China,1058,22683.373095917468
52044,San Rafael,Syrah,Brasil,655,9959.592336395177
50215,San Rafael,Chardonnay,Brasil,1389,16899.526960544867
52043,Valle de Uco,Malbec,UK,714,11225.899616319823
50011,Lujan de Cuyo,Cabernet Sauvignon,UK,1093,21730.427547508996
51373,San Rafael,Chardonnay,USA,1376,31950.370105703943
53382,Lujan de Cuyo,Malbec,UK,1310,13219.260342647503
51529,Valle de Uco,Syrah,Brasil,1439,25617.547033432522
53379,San Rafael,Chardonnay,USA,1366,28094.636616419608
52620,Valle de Uco,Malbec,Brasil,740,7600.946037564767
50814,Lujan de Cuyo,Malbec,UK,1247,15999.86391676639
53077,San Rafael,Cabernet Sauvignon,Brasil,1511,28352.13071419451
51480,San Rafael,Chardonnay,UK,1025,18847.26968718484
52014,Lujan de Cuyo,Malbec,China,1626,38975.93582431139
51836,Lujan de Cuyo,Malbec,USA,894,14744.85410474623
53327,Maipu,Chardonnay,UK,1974,36178.2933821792
51167,Lujan de Cuyo,Chardonnay,China,1287,29923.313856146084
50935,San Rafael,Syrah,China,1436,19806.76299191141
52820,San Rafael,Cabernet Sauvignon,China,1712,24306.12702676641
53216,Valle de Uco,Chardonnay,China,768,14773.845438494314
50853,San Rafael,Malbec,UK,1468,27968.50870522781
53112,Maipu,Syrah,Brasil,1510,28081.584198523862
52941,Lujan de Cuyo,Chardonnay,China,1016,17573.39259584822
50109,Valle de Uco,Cabernet Sauvignon,Brasil,1359,15093.081143371443
52828,Valle de Uco,Syrah,China,1243,20957.41459874819
53190,Valle de Uco,Cabernet Sauvignon,Brasil,1286,19490.929875561415
51250,Lujan de Cuyo,Syrah,Brasil,767,17141.52789486304
51410,San Rafael,Malbec,China,1215,23718.089002124205
50983,Maipu,Syrah,Brasil,1522,18693.710880868366
51307,Maipu,Chardonnay,China,1659,26416.430386674634
51820,Valle de Uco,Chardonnay,UK,1072,25492.912348525344
52572,Maipu,Syrah,UK,1104,24145.849618066037
50221,Lujan de Cuyo,Chardonnay,China,1244,
50922,Valle de Uco,Malbec,Brasil,1173,13738.051471905288
53084,Lujan de Cuyo,Cabernet Sauvignon,USA,1239,17258.04471093598
52706,Valle de Uco,Cabernet Sauvignon,UK,1190,19799.177480712784
51336,Maipu,Chardonnay,UK,1162,26035.811817924692
51924,San Rafael,Cabernet Sauvignon,USA,1616,27326.74590328853
51048,San Rafael,Cabernet Sauvignon,Brasil,814,12516.085776971258
50908,Valle de Uco,Cabernet Sauvignon,USA,1432,34946.89363996893
53420,Lujan de Cuyo,Syrah,China,1377,29618.81920764645
52661,Lujan de Cuyo,Chardonnay,China,726,17620.335094915732
52617,Maipu,Chardonnay,UK,94,1840.8431785047592
51706,Lujan de Cuyo,Malbec,China,1337,27676.15503267718
50376,San Rafael,Chardonnay,China,1195,19768.138973040306
52915,Maipu,Malbec,China,1329,16067.738740128418
53072,Lujan de Cuyo,Cabernet Sauvignon,UK,1454,15448.096010857527
51676,Valle de Uco,Chardonnay,USA,1132,13667.094597201727
51591,Valle de Uco,Syrah,USA,1127,13736.366975073202
50594,Lujan de Cuyo,Chardonnay,UK,1244,24506.42458484266
52660,Maipu,Chardonnay,China,974,19540.508111191346
52817,Maipu,Malbec,China,645,6909.323240146851
52355,Valle de Uco,Chardonnay,USA,528,6877.141564573454
53119,Maipu,Chardonnay,UK,959,13798.783392627682
53117,Lujan de Cuyo,Syrah,China,1345,29794.66420656043
50849,San Rafael,Syrah,China,822,15517.47777396565
52492,Maipu,Malbec,China,851,14189.819618097954
51690,Lujan de Cuyo,Cabernet Sauvignon,China,1350,31772.949561387766
51006,Maipu,Cabernet Sauvignon,UK,909,16476.040547233457
50949,Lujan de Cuyo,Malbec,Brasil,999,11320.143196448464
52654,San Rafael,Cabernet Sauvignon,China,1402,20280.683271259684
51261,San Rafael,Chardonnay,Brasil,1408,23610.205736056967
50673,San Rafael,Syrah,UK,1529,18002.82723028887
53110,Lujan de Cuyo,Cabernet Sauvignon,China,1658,23194.410372409973
50143,Maipu,Syrah,UK,1625,27544.476162303854
51825,Maipu,Cabernet Sauvignon,China,742,13207.840006888182
53430,Maipu,Chardonnay,China,1578,17387.147978331017
52455,Valle de Uco,Chardonnay,USA,709,10521.775945544794
50058,Valle de Uco,Chardonnay,UK,1414,24139.15599246918
52836,Maipu,Cabernet Sauvignon,UK,1608,30791.694162663483
51001,San Rafael,Syrah,UK,1446,20125.16955885128
50290,Lujan de Cuyo,Cabernet Sauvignon,China,691,14096.364524089617
51608,Lujan de Cuyo,Syrah,China,1228,14282.707189693208
52101,Maipu,Malbec,UK,927,14600.38788144465
51091,Maipu,Malbec,USA,1445,33639.33141988232
50672,Valle de Uco,Chardonnay,China,1078,24222.74586242672
50720,San Rafael,Malbec,Brasil,951,18738.359506504323
52535,Lujan de Cuyo,Chardonnay,UK,912,9261.574857649726
51057,San Rafael,Chardonnay,China,1164,18623.90028763644
51443,San Rafael,Cabernet Sauvignon,UK,1699,27690.552711982207
50746,Lujan de Cuyo,Syrah,China,999,21036.909382177873
52638,Maipu,Malbec,UK,401,7207.884028896057
51139,Maipu,Syrah,Brasil,1124,15788.310753731554
53451,Valle de Uco,Syrah,China,368,6932.687267985816
51927,San Rafael,Syrah,Brasil,944,20189.769701607438
51815,Valle de Uco,Chardonnay,USA,1715,38919.20077929815
51637,Maipu,Syrah,UK,1286,17828.848965849756
52831,Valle de Uco,Chardonnay,China,820,12779.18929091753
51674,Valle de Uco,Chardonnay,China,1312,25494.31120511505
52411,Valle de Uco,Syrah,USA,1076,13692.46747052447
50519,San Rafael,Cabernet Sauvignon,Brasil,844,15326.278393644481
50149,Lujan de Cuyo,Chardonnay,China,872,15697.28013298588
52145,Maipu,Syrah,UK,1162,18721.949128983084
52033,Valle de Uco,Cabernet Sauvignon,USA,1230,15454.222936169755
52416,Lujan de Cuyo,Malbec,China,799,17857.42005330313
52756,Lujan de Cuyo,Syrah,UK,1834,43338.97736191646
50132,Maipu,Cabernet Sauvignon,China,226,5060.894437888656
51061,Lujan de Cuyo,Chardonnay,UK,866,20542.656134405428
52204,San Rafael,Chardonnay,China,1151,25081.461636665295
50463,Lujan de Cuyo,Chardonnay,China,1503,30423.89919832755
51401,San Rafael,Cabernet Sauvignon,Brasil,1092,11991.904308004978
51680,Maipu,Malbec,China,978,22252.537919074282
50774,Valle de Uco,Malbec,UK,1512,25118.002548341843
50607,San Rafael,Malbec,China,2111,23933.725731451235
51206,Valle de Uco,Malbec,USA,719,15764.631277194178
53202,Valle de Uco,Cabernet Sauvignon,Brasil,1421,30800.558585356157
52930,Lujan de Cuyo,Chardonnay,UK,615,10943.696865150941
53232,Valle de Uco,Chardonnay,Brasil,1350,15006.71705326483
52248,Lujan de Cuyo,Cabernet Sauvignon,UK,1000,19484.483887838367
52669,Maipu,Cabernet Sauvignon,Brasil,704,15554.378798274829
50372,Maipu,Chardonnay,China,852,18553.142729852367
51833,San Rafael,Cabernet Sauvignon,China,1598,22003.294205701848
51533,Valle de Uco,Cabernet Sauvignon,USA,877,20170.178120270393
50563,Valle de Uco,Cabernet Sauvignon,USA,1207,13859.912683481047
52615,Maipu,Chardonnay,Brasil,1565,30434.56324831533
51857,San Rafael,Cabernet Sauvignon,UK,782,13079.720739273424
50854,Valle de Uco,Malbec,USA,1773,22812.50218852183
53220,Lujan de Cuyo,Cabernet Sauvignon,UK,1018,15797.551547872712
52503,Lujan de Cuyo,Cabernet Sauvignon,USA,1629,25868.587798157976
52627,Lujan de Cuyo,Malbec,Brasil,1147,20848.91117534078
50113,Maipu,Cabernet Sauvignon,USA,1281,21284.615496738676
53204,Maipu,Syrah,UK,1915,41073.47987222458
51385,San Rafael,Malbec,Brasil,1481,16405.32002576923
52400,Maipu,Malbec,China,605,11646.157654057371
52377,Lujan de Cuyo,Syrah,USA,1357,21430.75118010308
50952,Maipu,Cabernet Sauvignon,UK,1307,13733.582057502901
52899,Valle de Uco,Chardonnay,China,1348,15985.685877735168
53249,San Rafael,Malbec,USA,1315,13871.621501463642
53168,Maipu,Malbec,USA,1598,37067.455148380686
53292,Maipu,Chardonnay,USA,803,9018.79471858964
50735,Lujan de Cuyo,Chardonnay,Brasil,963,16886.35332928846
51024,Lujan de Cuyo,Cabernet Sauvignon,UK,1521,24374.147542537514
50466,San Rafael,Syrah,China,1300,29151.798228925887
53207,Lujan de Cuyo,Chardonnay,USA,1768,39400.33718065197
51239,Lujan de Cuyo,Cabernet Sauvignon,Brasil,805,18770.950169413365
51801,San Rafael,Chardonnay,UK,837,13942.056861083884
52978,Maipu,Cabernet Sauvignon,UK,1178,17646.649700509606
50362,Lujan de Cuyo,Syrah,USA,1443,35558.0628570138
51673,Valle de Uco,Cabernet Sauvignon,China,1114,22969.195813538954
50412,Lujan de Cuyo,Malbec,China,1295,31388.800092369576
51241,San Rafael,Chardonnay,UK,1095,19479.159942886614
51153,Maipu,Chardonnay,China,1066,22429.17856627837
52460,Valle de Uco,Cabernet Sauvignon,Brasil,901,13067.347955990415
50468,Maipu,Cabernet Sauvignon,China,1393,32413.042507816706
52984,Valle de Uco,Chardonnay,China,1161,27722.54135179576
52569,Lujan de Cuyo,Malbec,UK,1413,18006.182316009075
52958,San Rafael,Syrah,UK,27498,15042.858823645847
51224,Valle de Uco,Malbec,China,1357,24278.972837023975
50493,Valle de Uco,Syrah,Brasil,1667,39785.06262752784
50236,Maipu,Malbec,China,1263,13515.753967616289
53419,Valle de Uco,Malbec,China,892,16214.022086686333
50770,Maipu,Chardonnay,China,1488,35857.39741670569
51979,Valle de Uco,Malbec,Brasil,1887,23474.86102274184
51891,San Rafael,Malbec,UK,1230,12631.419142942861
51018,San Rafael,Malbec,Brasil,870,9194.955407948335
53051,Valle de Uco,Chardonnay,Brasil,422,5496.390907654049
50245,San Rafael,Syrah,China,1381,16883.51460720256
50203,Maipu,Chardonnay,Brasil,1768,24128.571418569332
51489,Lujan de Cuyo,Malbec,Brasil,1116,27790.11049580128
50829,Lujan de Cuyo,Malbec,Brasil,1323,20188.98730306681
50565,San Rafael,Syrah,UK,1391,18102.878616699665
52753,Lujan de Cuyo,Chardonnay,UK,786,9948.185520884384
50469,Valle de Uco,Syrah,Brasil,1382,19048.225338492204
51361,San Rafael,Malbec,China,1002,13171.10143119861
52246,Maipu,Cabernet Sauvignon,USA,1103,11428.217340519615
50204,Maipu,Cabernet Sauvignon,Brasil,1305,16683.949248606878
52117,San Rafael,Malbec,Brasil,851,14667.362559758256
52309,Lujan de Cuyo,Syrah,USA,1421,22935.078331003395
50664,Lujan de Cuyo,Syrah,UK,1146,23388.84561180114
52152,San Rafael,Cabernet Sauvignon,USA,1305,17810.932569699915
50049,Maipu,Malbec,UK,750,11820.762627820182
50878,San Rafael,Syrah,Brasil,859,12334.640502150558
50846,Lujan de Cuyo,Chardonnay,UK,1297,31504.750265132814
51399,San Rafael,Cabernet Sauvignon,USA,1506,24761.030645497554
53264,Valle de Uco,Malbec,China,1142,24554.445049157795
51453,Valle de Uco,Syrah,UK,1188,18012.43588016204
52082,San Rafael,Cabernet Sauvignon,UK,1448,22586.77068114157
53167,Valle de Uco,Syrah,China,1115,26436.615847141198
50497,Maipu,Cabernet Sauvignon,China,1304,25025.603790049263
52484,Maipu,Syrah,Brasil,927,19322.646072359097
50611,Maipu,Chardonnay,Brasil,1148,24476.422061112135
50356,San Rafael,Syrah,China,1119,24108.5371619922
50162,Valle de Uco,Syrah,UK,1382,25376.476966289247
